Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Region_Code,Model_Code,Source_Type_Code
2023,4,North America,Model X,12491.0,12935.0,70206.64,100,596,1116.7,Official (Quarter),12908,3,3,2
2022,8,North America,Model Y,17669.0,18984.0,107730.62,120,684,1609.9825,Official (Quarter),4228,3,4,2
2018,6,Asia,Model Y,7543.0,7633.0,80928.36,100,558,631.35,Official (Quarter),5213,0,4,2
2019,8,Middle East,Model S,11957.0,12248.0,117182.2,82,485,869.87,Estimated (Region),13365,2,2,0
2019,11,Europe,Model 3,9749.0,11099.0,88137.73,120,676,988.55,Interpolated (Month),11428,1,1,1
2022,12,Europe,Model 3,13091.0,14830.0,101032.36,120,715,1404.01,Interpolated (Month),6991,1,1,1
2019,1,Asia,Model 3,12370.0,13923.0,66787.4,75,419,777.45,Official (Quarter),9058,0,1,2
2016,8,Middle East,Cybertruck,14320.0,14659.0,98712.94,60,353,758.24,Estimated (Region),6801,2,0,0
2015,1,Middle East,Cybertruck,8803.0,9344.0,102888.58,60,336,443.67,Interpolated (Month),3923,2,0,1
2017,11,North America,Cybertruck,9790.0,10499.0,108676.13,60,340,499.29,Interpolated (Month),13317,3,0,1
2015,2,Middle East,Model S,5076.0,5146.0,112805.1,60,357,271.82,Interpolated (Month),10597,2,2,1
2025,5,Middle East,Model Y,9312.0,10589.0,59818.7,60,346,483.29,Interpolated (Month),10117,2,4,1
2017,3,North America,Cybertruck,16322.0,16958.0,74163.45,82,488,1194.77,Estimated (Region),6486,3,0,0
2018,11,North America,Model S,9342.0,9740.0,70227.8,82,466,653.01,Official (Quarter),7719,3,2,2
2022,9,North America,Model 3,11967.0,12515.0,102122.26,75,414,743.15,Official (Quarter),5631,3,1,2
2022,11,Asia,Model S,12632.0,13778.0,92986.35,120,691,1309.31,Interpolated (Month),4102,0,2,1
2017,3,Middle East,Model X,11422.0,13008.0,66007.37,82,477,817.24,Estimated (Region),5664,2,3,0
2022,2,Europe,Model S,3095.0,3369.0,101539.59,60,347,161.09,Interpolated (Month),3801,1,2,1
2025,10,North America,Model 3,5566.0,5721.0,63888.05,100,573,478.4,Estimated (Region),8899,3,1,0
2016,1,Europe,Model S,8875.0,9097.0,57319.75,82,477,635.01,Official (Quarter),11477,1,2,2
2018,4,North America,Cybertruck,5716.0,6185.0,62225.3,75,423,362.68,Official (Quarter),10965,3,0,2
2020,11,Europe,Cybertruck,10137.0,10384.0,112652.37,100,584,888.0,Official (Quarter),5998,1,0,2
2015,8,Asia,Cybertruck,10222.0,11128.0,77930.19,60,331,507.52,Official (Quarter),7022,0,0,2
2022,1,Europe,Model 3,4738.0,5389.0,59378.24,120,700,497.49,Estimated (Region),3052,1,1,0
2017,8,Europe,Model S,13987.0,15741.0,107497.19,75,444,931.53,Official (Quarter),8821,1,2,2
2025,7,Asia,Model X,16163.0,18239.0,71701.14,82,467,1132.22,Estimated (Region),7278,0,3,0
2020,8,Europe,Model 3,11092.0,11149.0,84829.63,100,557,926.74,Official (Quarter),5195,1,1,2
2017,5,Europe,Cybertruck,8571.0,8637.0,85335.69,75,439,564.4,Interpolated (Month),13351,1,0,1
2022,4,Middle East,Model Y,14998.0,16569.0,99275.51,120,689,1550.04,Official (Quarter),13978,2,4,2
2022,7,Middle East,Model 3,14063.0,14945.0,80859.86,100,581,1225.59,Official (Quarter),12293,2,1,2
2023,8,Europe,Model S,10073.0,11143.0,59410.18,60,354,534.88,Interpolated (Month),10273,1,2,1
2015,7,Europe,Model X,6676.0,7646.0,110585.5,100,590,590.83,Estimated (Region),6094,1,3,0
2025,11,Middle East,Cybertruck,12586.0,14301.0,106595.93,82,487,919.41,Estimated (Region),3139,2,0,0
2023,5,Europe,Model 3,9249.0,10571.0,110580.06,100,564,782.47,Estimated (Region),4911,1,1,0
2019,2,North America,Model S,9582.0,10448.0,55580.06,120,700,1006.11,Interpolated (Month),14190,3,2,1
2025,11,Middle East,Model 3,4645.0,4827.0,65577.08,82,480,334.44,Interpolated (Month),4017,2,1,1
2015,10,Asia,Model S,9702.0,9971.0,87933.07,100,593,862.99,Estimated (Region),11786,0,2,0
2019,9,Middle East,Cybertruck,9845.0,11013.0,64063.79,75,442,652.72,Official (Quarter),13201,2,0,2
2019,2,Asia,Model X,3999.0,4181.0,118806.28,120,698,418.7,Estimated (Region),11612,0,3,0
2017,11,Middle East,Cybertruck,15553.0,16347.0,85740.65,100,580,1353.11,Official (Quarter),13927,2,0,2
2017,7,Europe,Model 3,8884.0,8977.0,62995.27,100,583,776.91,Interpolated (Month),13580,1,1,1
2015,10,North America,Model S,11024.0,12017.0,96552.57,100,558,922.71,Interpolated (Month),13972,3,2,1
2016,4,North America,Model 3,4520.0,4991.0,78302.31,82,468,317.3,Interpolated (Month),11611,3,1,1
2025,3,Europe,Model Y,10934.0,11208.0,118491.97,82,466,764.29,Interpolated (Month),4283,1,4,1
2019,6,North America,Model S,10583.0,11908.0,99724.61,75,416,660.38,Interpolated (Month),11831,3,2,1
2025,5,Asia,Model S,10564.0,10708.0,80551.39,100,579,917.48,Official (Quarter),9264,0,2,2
2025,7,Asia,Model Y,7894.0,8880.0,53104.28,120,678,802.82,Interpolated (Month),11152,0,4,1
2019,6,Europe,Cybertruck,1126.0,1171.0,72096.79,120,667,112.66,Interpolated (Month),10866,1,0,1
2024,3,Europe,Model S,8148.0,8654.0,53118.96,82,483,590.32,Official (Quarter),11144,1,2,2
2020,3,North America,Model Y,12915.0,14450.0,63083.51,100,553,1071.3,Official (Quarter),14982,3,4,2
2015,1,Middle East,Model 3,11446.0,12752.0,89289.4,100,588,1009.54,Estimated (Region),8925,2,1,0
2025,12,North America,Model X,6293.0,6849.0,67797.67,82,461,435.16,Estimated (Region),8860,3,3,0
2017,4,Europe,Model 3,17905.0,19292.0,103114.34,120,676,1609.9825,Official (Quarter),7236,1,1,2
2017,9,Middle East,Model Y,11470.0,11834.0,119694.18,75,449,772.5,Estimated (Region),10794,2,4,0
2024,12,North America,Model X,13738.0,14740.0,59411.99,120,677,1395.09,Interpolated (Month),10949,3,3,1
2025,1,Asia,Model X,12017.0,12840.0,72979.06,82,457,823.77,Official (Quarter),5011,0,3,2
2021,4,North America,Cybertruck,9651.0,10024.0,111944.87,120,694,1004.67,Interpolated (Month),5653,3,0,1
2018,12,Middle East,Cybertruck,12282.0,13313.0,110055.44,100,583,1074.06,Interpolated (Month),8224,2,0,1
2024,9,Asia,Model 3,11553.0,12716.0,77241.52,120,689,1194.0,Official (Quarter),14878,0,1,2
2018,4,Middle East,Model X,13505.0,14142.0,56765.14,100,558,1130.37,Estimated (Region),14848,2,3,0
2015,12,Europe,Model S,11116.0,12262.0,54748.59,60,339,565.25,Official (Quarter),11498,1,2,2
2023,8,Asia,Cybertruck,12453.0,13590.0,78824.74,60,344,642.57,Interpolated (Month),7974,0,0,1
2022,6,Middle East,Cybertruck,4608.0,4831.0,72308.81,120,686,474.16,Estimated (Region),10514,2,0,0
2025,11,Europe,Model X,7622.0,8449.0,63017.43,100,595,680.26,Official (Quarter),12934,1,3,2
2024,6,Middle East,Model X,6679.0,6837.0,110242.31,75,429,429.79,Estimated (Region),14004,2,3,0
2023,9,Europe,Model S,6918.0,7421.0,74773.41,120,713,739.88,Estimated (Region),4990,1,2,0
2022,1,Asia,Model Y,9065.0,9932.0,94010.5,82,473,643.16,Estimated (Region),14836,0,4,0
2019,5,Europe,Model S,14511.0,15227.0,98536.43,120,705,1534.54,Estimated (Region),6649,1,2,0
2016,12,Europe,Cybertruck,8855.0,9679.0,64091.85,120,683,907.19,Interpolated (Month),3473,1,0,1
2018,12,Asia,Cybertruck,14998.0,15151.0,112817.81,100,555,1248.58,Interpolated (Month),6934,0,0,1
2025,11,Middle East,Model Y,15263.0,17269.0,109649.77,60,358,819.62,Interpolated (Month),9976,2,4,1
2017,8,Middle East,Cybertruck,14286.0,15301.0,100147.8,75,422,904.3,Official (Quarter),5427,2,0,2
2025,3,Asia,Model 3,12262.0,13318.0,106918.42,100,589,1083.35,Official (Quarter),13681,0,1,2
2020,1,Middle East,Model Y,9318.0,10366.0,98538.06,120,719,1004.95,Official (Quarter),6334,2,4,2
2019,10,Middle East,Model Y,9541.0,9782.0,82247.1,60,339,485.16,Interpolated (Month),3421,2,4,1
2020,11,Middle East,Model S,6085.0,6176.0,71674.23,60,349,318.55,Estimated (Region),10989,2,2,0
2025,12,Europe,Model S,11374.0,11433.0,82811.35,60,341,581.78,Official (Quarter),4642,1,2,2
2021,5,Europe,Model X,12865.0,13825.0,108926.61,60,354,683.13,Official (Quarter),7926,1,3,2
2025,9,Asia,Model X,12084.0,13554.0,65151.02,75,442,801.17,Interpolated (Month),7795,0,3,1
2020,6,North America,Model S,12434.0,12801.0,64947.62,100,583,1087.35,Interpolated (Month),7860,3,2,1
2025,7,Europe,Model 3,16165.0,17476.0,114908.59,60,357,865.64,Interpolated (Month),9152,1,1,1
2021,9,North America,Model Y,11828.0,12035.0,119010.09,120,678,1202.91,Official (Quarter),4563,3,4,2
2015,9,North America,Model S,8924.0,9038.0,119781.2,120,690,923.63,Official (Quarter),10144,3,2,2
2022,2,North America,Cybertruck,10571.0,11285.0,50815.14,60,346,548.63,Estimated (Region),10938,3,0,0
2018,12,Middle East,Model 3,8351.0,9440.0,56169.41,75,441,552.42,Estimated (Region),13170,2,1,0
2025,9,Europe,Model X,6319.0,6848.0,110295.39,60,354,335.54,Estimated (Region),6384,1,3,0
2018,8,Middle East,Model X,8863.0,9533.0,71853.28,120,685,910.67,Official (Quarter),10742,2,3,2
2022,12,Middle East,Cybertruck,13911.0,14029.0,118494.61,60,347,724.07,Interpolated (Month),9683,2,0,1
2022,11,North America,Cybertruck,10470.0,10759.0,70714.84,75,439,689.45,Official (Quarter),4011,3,0,2
2024,3,North America,Model S,3907.0,4416.0,80241.74,82,484,283.65,Estimated (Region),6160,3,2,0
2015,5,Middle East,Model Y,3622.0,3652.0,110530.57,60,354,192.33,Interpolated (Month),14996,2,4,1
2025,5,Middle East,Model 3,6902.0,7018.0,100871.84,120,716,741.27,Official (Quarter),10328,2,1,2
2016,1,Asia,Model Y,10480.0,10885.0,82383.61,82,486,763.99,Interpolated (Month),11726,0,4,1
2015,6,North America,Model Y,7006.0,7585.0,89265.66,75,445,467.65,Official (Quarter),7841,3,4,2
2021,1,Europe,Model S,16493.0,17525.0,101147.53,100,576,1425.0,Official (Quarter),3890,1,2,2
2021,1,North America,Model Y,1385.0,1505.0,100007.13,75,446,92.66,Interpolated (Month),11465,3,4,1
2021,11,Europe,Model Y,9990.0,10820.0,89118.86,82,479,717.78,Estimated (Region),5129,1,4,0
2017,6,Europe,Model 3,5509.0,6002.0,110626.69,82,489,404.09,Official (Quarter),4270,1,1,2
2017,8,Europe,Model X,7497.0,8021.0,55298.98,60,341,383.47,Official (Quarter),12642,1,3,2
2022,1,Middle East,Model 3,7772.0,8489.0,107963.03,75,418,487.3,Interpolated (Month),10131,2,1,1
2023,10,North America,Model 3,11636.0,12345.0,61678.68,120,661,1153.71,Interpolated (Month),4600,3,1,1
2024,2,Middle East,Cybertruck,10257.0,11190.0,89536.89,120,711,1093.91,Estimated (Region),12859,2,0,0
2016,9,North America,Model Y,15648.0,17137.0,61616.84,82,487,1143.09,Estimated (Region),8129,3,4,0
2019,10,Asia,Cybertruck,12582.0,13593.0,77593.33,100,592,1117.28,Interpolated (Month),8915,0,0,1
2024,5,Middle East,Model S,11919.0,13335.0,103069.04,60,357,638.26,Interpolated (Month),3177,2,2,1
2022,1,North America,Model X,10780.0,11489.0,53141.67,60,357,577.27,Official (Quarter),8643,3,3,2
2023,7,Middle East,Model 3,11920.0,13072.0,103025.69,60,333,595.4,Official (Quarter),12998,2,1,2
2025,6,Europe,Cybertruck,12027.0,12592.0,96555.42,120,710,1280.88,Interpolated (Month),7324,1,0,1
2016,11,Asia,Model X,15569.0,17489.0,110029.36,100,595,1389.53,Interpolated (Month),8171,0,3,1
2024,8,North America,Model 3,8129.0,8264.0,100593.34,100,563,686.49,Estimated (Region),12840,3,1,0
2020,7,Europe,Model X,12980.0,14620.0,75352.71,100,583,1135.1,Estimated (Region),8649,1,3,0
2023,7,Europe,Cybertruck,8193.0,8455.0,50406.26,120,678,833.23,Interpolated (Month),11987,1,0,1
2018,9,North America,Model S,8643.0,9882.0,76367.35,60,340,440.79,Official (Quarter),3749,3,2,2
2025,9,Europe,Cybertruck,10381.0,11098.0,67623.16,75,426,663.35,Estimated (Region),12599,1,0,0
2017,8,North America,Model Y,9061.0,10138.0,54833.21,75,430,584.43,Official (Quarter),9728,3,4,2
2024,12,Asia,Model Y,17324.0,19456.0,81581.48,82,475,1234.33,Interpolated (Month),13746,0,4,1
2025,3,Europe,Model S,13639.0,15599.0,80450.83,75,435,889.94,Official (Quarter),10995,1,2,2
2022,6,Europe,Model X,14719.0,15739.0,88440.08,75,448,989.12,Interpolated (Month),14983,1,3,1
2016,2,North America,Model X,4821.0,5380.0,59161.16,82,490,354.34,Estimated (Region),8445,3,3,0
2021,10,Asia,Cybertruck,18256.0,20576.0,50667.73,100,570,1560.89,Official (Quarter),13886,0,0,2
2020,12,Middle East,Model Y,7133.0,8020.0,99275.57,120,716,766.08,Estimated (Region),7907,2,4,0
2024,2,Middle East,Model Y,12422.0,12757.0,100689.52,60,354,659.61,Estimated (Region),11149,2,4,0
2023,3,Europe,Cybertruck,7822.0,7970.0,89595.14,60,334,391.88,Estimated (Region),11457,1,0,0
2022,7,North America,Model X,9618.0,10791.0,116824.64,100,596,859.85,Official (Quarter),13911,3,3,2
2017,9,North America,Model S,5641.0,5822.0,79739.56,75,446,377.38,Estimated (Region),9084,3,2,0
2024,12,Europe,Model S,13871.0,14673.0,104537.29,60,351,730.31,Interpolated (Month),3714,1,2,1
2025,5,Middle East,Cybertruck,9413.0,10180.0,56933.95,82,464,655.14,Official (Quarter),3615,2,0,2
2023,2,Middle East,Cybertruck,4924.0,5240.0,56906.02,75,435,321.29,Interpolated (Month),4724,2,0,1
2017,1,Europe,Model Y,6923.0,7757.0,115045.96,75,427,443.42,Official (Quarter),13873,1,4,2
2022,9,North America,Model Y,12817.0,13582.0,90597.75,120,716,1376.55,Official (Quarter),3825,3,4,2
2022,3,Asia,Cybertruck,1738.0,1822.0,83295.85,82,475,123.83,Official (Quarter),14831,0,0,2
2015,8,Europe,Model 3,8920.0,9986.0,60494.22,100,561,750.62,Interpolated (Month),11667,1,1,1
2021,5,Asia,Cybertruck,8270.0,8687.0,66413.88,100,574,712.05,Interpolated (Month),9621,0,0,1
2023,4,Europe,Model 3,8269.0,9395.0,75423.24,60,338,419.24,Interpolated (Month),9008,1,1,1
2020,9,Europe,Cybertruck,4085.0,4224.0,114555.63,100,579,354.78,Estimated (Region),7559,1,0,0
2025,10,Europe,Model S,6234.0,7024.0,92150.8,60,343,320.74,Official (Quarter),7895,1,2,2
2017,9,Middle East,Cybertruck,1599.0,1791.0,100057.01,75,434,104.09,Official (Quarter),3640,2,0,2
2022,6,Asia,Cybertruck,2877.0,3286.0,104403.01,60,338,145.86,Interpolated (Month),13130,0,0,1
2015,10,Europe,Model 3,20240.0,21254.0,103963.85,75,416,1262.98,Estimated (Region),3901,1,1,0
2019,10,Europe,Model X,10136.0,11624.0,85130.87,100,572,869.67,Estimated (Region),12041,1,3,0
2017,7,Europe,Model Y,5659.0,6096.0,87488.77,60,340,288.61,Official (Quarter),7245,1,4,2
2024,2,Asia,Model 3,5081.0,5645.0,93939.03,60,341,259.89,Official (Quarter),4692,0,1,2
2023,1,Asia,Model S,11307.0,12268.0,88740.07,75,413,700.47,Estimated (Region),8631,0,2,0
2015,10,Middle East,Model X,8150.0,8565.0,100733.67,60,331,404.65,Interpolated (Month),6783,2,3,1
2024,9,Europe,Model X,12707.0,13306.0,89277.71,100,576,1097.88,Estimated (Region),12881,1,3,0
2016,3,Asia,Model Y,4663.0,5336.0,83848.2,75,442,309.16,Interpolated (Month),9602,0,4,1
2018,3,Europe,Model 3,8163.0,8605.0,78591.89,100,583,713.85,Interpolated (Month),3680,1,1,1
2016,9,North America,Model S,8660.0,8899.0,112579.28,100,582,756.02,Interpolated (Month),4825,3,2,1
2015,7,North America,Model X,16092.0,17133.0,58930.62,100,564,1361.38,Interpolated (Month),7356,3,3,1
2015,11,North America,Model X,8217.0,8736.0,101630.76,82,460,566.97,Interpolated (Month),4325,3,3,1
2018,6,Middle East,Model S,4979.0,5264.0,108740.26,75,417,311.44,Official (Quarter),9068,2,2,2
2024,7,Asia,Cybertruck,13917.0,14312.0,88350.96,75,413,862.16,Interpolated (Month),12170,0,0,1
2020,12,Middle East,Cybertruck,13238.0,14552.0,82539.83,82,476,945.19,Official (Quarter),8395,2,0,2
2022,3,Asia,Model Y,6140.0,6345.0,100218.25,82,489,450.37,Official (Quarter),9333,0,4,2
2022,1,Middle East,Model S,12928.0,13924.0,108042.72,82,469,909.48,Estimated (Region),9850,2,2,0
2022,2,Europe,Model X,6243.0,6550.0,100430.36,82,477,446.69,Interpolated (Month),6993,1,3,1
2025,9,Europe,Model S,3139.0,3160.0,88476.88,120,688,323.94,Interpolated (Month),14134,1,2,1
2019,10,Asia,Model Y,10998.0,11172.0,85429.79,100,590,973.32,Estimated (Region),14233,0,4,0
2021,12,North America,Model 3,8179.0,8488.0,81791.72,75,426,522.64,Interpolated (Month),14784,3,1,1
2025,2,Asia,Model X,20012.0,20874.0,91474.05,75,423,1269.76,Estimated (Region),3665,0,3,0
2022,4,Middle East,Cybertruck,5774.0,6197.0,81518.56,60,335,290.14,Interpolated (Month),6691,2,0,1
2018,7,Asia,Cybertruck,9208.0,9785.0,75046.79,60,347,479.28,Estimated (Region),9907,0,0,0
2021,8,Europe,Cybertruck,8120.0,8360.0,72207.87,60,338,411.68,Estimated (Region),9370,1,0,0
2024,6,Europe,Model X,8099.0,8458.0,110962.43,100,550,668.17,Estimated (Region),3252,1,3,0
2017,9,North America,Model 3,6860.0,7053.0,55388.02,75,438,450.7,Estimated (Region),7593,3,1,0
2015,1,North America,Model 3,9446.0,9528.0,110632.33,75,435,616.35,Estimated (Region),11496,3,1,0
2024,1,North America,Model S,12668.0,14186.0,59337.2,100,555,1054.61,Estimated (Region),14065,3,2,0
2017,11,Middle East,Model Y,7895.0,8875.0,61949.59,75,413,489.1,Official (Quarter),5453,2,4,2
2021,10,Middle East,Model 3,18542.0,19705.0,99990.72,120,711,1609.9825,Estimated (Region),4856,2,1,0
2020,5,Asia,Model 3,11711.0,13448.0,53832.15,82,465,816.84,Estimated (Region),8782,0,1,0
2025,6,Middle East,Model Y,6722.0,7395.0,100181.89,82,474,477.93,Official (Quarter),14504,2,4,2
2021,5,North America,Model S,15795.0,17652.0,81728.32,82,483,1144.35,Estimated (Region),13063,3,2,0
2022,9,Asia,Model Y,6777.0,6917.0,117632.46,120,709,720.73,Interpolated (Month),5453,0,4,1
2019,9,Middle East,Model 3,10505.0,10991.0,75810.76,120,706,1112.48,Interpolated (Month),12731,2,1,1
2025,8,Asia,Model X,11494.0,12162.0,90336.06,100,591,1018.94,Official (Quarter),5260,0,3,2
2021,10,Asia,Model 3,8427.0,9515.0,54890.33,82,478,604.22,Official (Quarter),5073,0,1,2
2023,4,Middle East,Model Y,6542.0,7323.0,80221.3,82,469,460.23,Interpolated (Month),9154,2,4,1
2017,10,North America,Model Y,8058.0,8608.0,96743.24,60,355,429.09,Interpolated (Month),5036,3,4,1
2017,11,North America,Model Y,11474.0,13004.0,76002.71,75,419,721.14,Official (Quarter),8872,3,4,2
2020,3,Middle East,Model X,8652.0,9846.0,90711.22,100,576,747.53,Interpolated (Month),10156,2,3,1
2016,4,Middle East,Model X,9604.0,10742.0,71327.54,82,454,654.03,Estimated (Region),7835,2,3,0
2017,9,Europe,Model Y,10381.0,10884.0,112854.34,60,356,554.35,Interpolated (Month),6903,1,4,1
2020,12,Asia,Cybertruck,14908.0,16217.0,88333.13,75,436,974.98,Interpolated (Month),6113,0,0,1
2021,2,Middle East,Cybertruck,10591.0,11638.0,93729.05,75,423,672.0,Estimated (Region),7536,2,0,0
2017,12,Europe,Cybertruck,8177.0,8522.0,117435.22,60,330,404.76,Estimated (Region),11592,1,0,0
2020,5,North America,Model X,7373.0,8436.0,106508.32,120,687,759.79,Interpolated (Month),5683,3,3,1
2022,5,Europe,Model Y,20337.625,21930.125,89555.17,60,358,1169.16,Official (Quarter),13826,1,4,2
2019,1,Asia,Model X,6060.0,6093.0,53692.08,100,591,537.22,Interpolated (Month),4415,0,3,1
2020,6,Europe,Model 3,4355.0,4949.0,94372.26,75,415,271.1,Estimated (Region),13908,1,1,0
2020,11,North America,Model S,11189.0,11741.0,52954.03,60,344,577.35,Interpolated (Month),9533,3,2,1
2020,11,Europe,Model Y,9563.0,10725.0,87560.47,100,563,807.6,Estimated (Region),3739,1,4,0
2024,4,Middle East,Model X,10425.0,11691.0,108738.51,120,714,1116.52,Interpolated (Month),9110,2,3,1
2021,3,Middle East,Model 3,7304.0,7847.0,79478.32,75,427,467.82,Estimated (Region),5776,2,1,0
2023,6,Middle East,Model Y,6457.0,6467.0,66962.8,82,478,462.97,Estimated (Region),5773,2,4,0
2021,5,Europe,Cybertruck,4349.0,4579.0,94954.67,82,461,300.73,Estimated (Region),4311,1,0,0
2021,12,North America,Model Y,9243.0,9841.0,53775.28,100,575,797.21,Interpolated (Month),9056,3,4,1
2020,8,Asia,Cybertruck,9144.0,10132.0,114279.95,82,467,640.54,Official (Quarter),5295,0,0,2
2025,9,Middle East,Model S,7781.0,8045.0,81911.78,75,448,522.88,Interpolated (Month),13205,2,2,1
2025,10,Asia,Model Y,3475.0,3792.0,98144.11,75,430,224.14,Estimated (Region),13516,0,4,0
2021,11,North America,Model Y,8184.0,8928.0,92298.17,82,484,594.16,Estimated (Region),8100,3,4,0
2019,5,Asia,Model 3,10109.0,10873.0,72596.69,82,461,699.04,Official (Quarter),8567,0,1,2
2018,4,Middle East,Model S,15421.0,17636.0,89602.15,120,690,1596.07,Estimated (Region),4020,2,2,0
2021,8,Middle East,Model X,10813.0,11769.0,81493.89,60,355,575.79,Estimated (Region),14482,2,3,0
2022,7,Middle East,Cybertruck,1519.0,1626.0,116811.34,60,333,75.87,Estimated (Region),14355,2,0,0
2022,3,North America,Model X,10773.0,10838.0,72050.58,75,434,701.32,Estimated (Region),14407,3,3,0
2019,12,North America,Model Y,8103.0,9221.0,95517.85,60,332,403.53,Interpolated (Month),14374,3,4,1
2019,5,Middle East,Cybertruck,10704.0,11117.0,59496.3,100,563,903.95,Interpolated (Month),7620,2,0,1
2017,4,North America,Model S,12976.0,14909.0,53143.79,60,352,685.13,Estimated (Region),7460,3,2,0
2021,12,Middle East,Model Y,8528.0,9359.0,73030.4,120,683,873.69,Official (Quarter),6145,2,4,2
2025,8,North America,Model Y,11732.0,11828.0,62362.96,82,473,832.39,Official (Quarter),8772,3,4,2
2022,4,Middle East,Model X,9731.0,9758.0,57037.13,60,344,502.12,Official (Quarter),11279,2,3,2
2023,1,North America,Model Y,8479.0,8785.0,61769.88,75,448,569.79,Interpolated (Month),10410,3,4,1
2015,5,Middle East,Model S,11967.0,13068.0,79277.01,100,596,1069.85,Estimated (Region),13392,2,2,0
2019,4,North America,Model S,17426.0,19342.0,119679.51,120,677,1609.9825,Estimated (Region),9458,3,2,0
